gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group A,associate's degree,free/reduced,none,63,59,58
male,group C,some college,standard,completed,51,41,53
male,group D,high school,standard,completed,71,65,63
female,group C,master's degree,standard,none,62,74,77
male,group C,master's degree,standard,none,80,87,81
male,group D,bachelor's degree,free/reduced,none,70,62,55
female,group E,associate's degree,standard,completed,79,91,88
male,group E,high school,free/reduced,none,68,74,68
male,group C,bachelor's degree,free/reduced,none,46,49,38
female,group B,associate's degree,standard,none,35,33,34
male,group E,some college,free/reduced,completed,44,40,49
female,group D,some college,free/reduced,none,51,63,58
male,group C,some high school,standard,none,46,40,32
male,group B,associate's degree,standard,none,55,46,45
female,group C,some high school,free/reduced,completed,41,50,55
male,group A,master's degree,free/reduced,none,46,42,41
female,group A,high school,standard,none,61,63,60
male,group D,high school,free/reduced,none,75,66,67
male,group C,associate's degree,free/reduced,completed,72,77,69
female,group C,some college,free/reduced,none,71,81,77
female,group D,associate's degree,standard,none,70,84,84
male,group B,master's degree,standard,none,74,76,74
male,group E,high school,standard,completed,85,81,73
female,group D,some college,standard,completed,62,73,79
female,group D,some high school,free/reduced,none,58,61,57
female,group A,associate's degree,standard,completed,76,70,77
male,group C,bachelor's degree,standard,completed,71,66,67
female,group C,bachelor's degree,free/reduced,completed,48,60,67
female,group C,some college,standard,none,41,59,59
female,group C,high school,standard,none,73,74,72
male,group D,some high school,free/reduced,none,56,61,55
female,group B,bachelor's degree,standard,none,70,73,81
female,group D,bachelor's degree,standard,none,82,91,88
female,group E,some high school,standard,none,46,54,49
male,group D,some college,standard,completed,96,91,92
male,group D,high school,standard,none,78,70,71
male,group C,associate's degree,free/reduced,completed,82,85,83
male,group B,some high school,standard,completed,57,48,47
female,group D,high school,standard,none,68,67,67
female,group C,associate's degree,free/reduced,none,78,84,77
female,group D,associate's degree,standard,none,77,82,85
male,group C,some college,standard,none,85,73,74
male,group C,associate's degree,free/reduced,none,46,39,38
female,group C,high school,free/reduced,none,46,62,64
female,group D,some college,standard,completed,58,64,74
male,group D,master's degree,free/reduced,none,49,49,49
male,group D,some college,standard,none,52,33,32
male,group B,some high school,standard,none,27,26,25
female,group D,associate's degree,free/reduced,completed,54,77,76
female,group C,master's degree,standard,completed,83,98,98
male,group C,associate's degree,standard,none,76,72,70
male,group D,some college,free/reduced,completed,71,73,75
male,group C,associate's degree,standard,none,74,68,65
female,group B,some college,standard,none,48,65,59
female,group D,some high school,standard,none,72,80,79
male,group D,high school,standard,completed,63,64,58
male,group D,some college,free/reduced,completed,58,62,67
female,group C,high school,standard,completed,57,77,79
male,group B,bachelor's degree,standard,none,94,82,81
female,group D,associate's degree,standard,none,72,75,84
female,group A,some college,standard,none,75,75,79
female,group B,high school,standard,none,57,57,52
male,group E,some high school,standard,none,81,76,67
female,group B,some high school,standard,none,59,59,61
female,group D,associate's degree,standard,completed,62,75,75
male,group C,some college,standard,completed,99,92,92
female,group D,master's degree,standard,none,72,87,80
female,group B,some college,standard,none,69,84,75
female,group C,high school,standard,none,35,32,38
female,group B,bachelor's degree,free/reduced,completed,67,74,76
male,group E,high school,free/reduced,completed,65,56,50
female,group C,some college,standard,completed,83,97,96
male,group C,some high school,standard,none,87,77,74
female,group C,bachelor's degree,free/reduced,none,59,60,55
female,group D,some high school,standard,none,67,69,66
female,group C,high school,standard,none,61,72,76
female,group C,some college,free/reduced,none,62,74,70
male,group D,bachelor's degree,standard,none,71,67,65
male,group D,high school,standard,completed,76,80,79
female,group D,master's degree,standard,none,72,86,82
male,group C,some college,standard,none,79,79,80
male,group C,some college,standard,none,62,59,57
female,group E,some college,standard,completed,69,84,81
male,group D,some high school,standard,completed,84,81,78
female,group D,master's degree,free/reduced,completed,67,87,89
female,group B,high school,free/reduced,none,69,76,72
male,group E,some high school,standard,none,88,94,87
male,group C,high school,free/reduced,none,75,79,68
female,group A,bachelor's degree,standard,none,85,97,100
male,group C,high school,standard,none,76,65,63
female,group C,bachelor's degree,free/reduced,none,67,76,82
male,group B,some high school,free/reduced,completed,31,42,40
female,group E,high school,standard,none,67,72,64
female,group C,some college,standard,none,71,84,86
male,group C,associate's degree,standard,none,86,89,82
male,group B,some college,standard,none,53,47,41
male,group D,some college,standard,completed,73,63,71
male,group C,bachelor's degree,standard,none,72,66,65
female,group B,master's degree,free/reduced,none,78,83,92
male,group D,some college,standard,completed,83,65,79
male,group C,associate's degree,free/reduced,none,48,59,53
male,group E,high school,free/reduced,none,74,68,63
male,group C,some college,free/reduced,none,52,51,50
female,group C,some high school,standard,completed,65,72,75
male,group C,master's degree,standard,none,68,66,65
male,group A,some high school,free/reduced,completed,55,57,49
male,group E,associate's degree,standard,none,62,55,50
female,group C,bachelor's degree,free/reduced,none,75,88,92
male,group E,some high school,standard,none,58,53,45
female,group C,some college,free/reduced,none,52,65,60
male,group A,some college,standard,none,82,68,67
male,group D,some college,free/reduced,none,66,77,71
male,group D,some college,standard,completed,61,47,56
male,group B,high school,free/reduced,none,56,64,54
female,group B,some high school,standard,none,59,64,60
female,group E,high school,standard,none,60,75,71
male,group C,some college,free/reduced,none,64,65,55
male,group C,some college,standard,none,74,80,76
male,group A,some college,standard,none,48,39,41
female,group D,some high school,standard,none,58,70,60
female,group A,high school,standard,none,80,95,88
female,group C,some college,free/reduced,none,57,77,65
male,group C,some high school,standard,none,81,74,76
male,group B,some college,standard,none,64,46,44
female,group B,some college,standard,none,89,97,96
male,group C,some high school,free/reduced,none,53,61,49
male,group B,associate's degree,standard,none,72,67,61
female,group D,bachelor's degree,free/reduced,completed,59,77,78
female,group B,associate's degree,standard,none,71,74,71
male,group D,some college,standard,completed,99,94,95
female,group A,some high school,free/reduced,none,24,35,33
female,group B,associate's degree,free/reduced,completed,84,94,93
female,group E,some college,free/reduced,none,65,65,57
female,group B,high school,standard,none,72,80,76
female,group E,some college,free/reduced,completed,54,60,60
female,group C,bachelor's degree,standard,none,66,78,74
female,group A,some college,standard,none,54,54,60
male,group D,some college,standard,none,83,78,79
female,group C,high school,standard,none,66,78,70
female,group C,some high school,standard,completed,84,94,99
male,group E,associate's degree,free/reduced,none,64,65,57
female,group C,high school,free/reduced,none,46,58,51
female,group D,some college,free/reduced,none,57,71,68
female,group C,some college,free/reduced,completed,55,64,63
female,group C,some college,standard,completed,78,100,95
male,group B,high school,standard,none,46,48,40
female,group E,high school,free/reduced,none,69,85,79
female,group D,high school,standard,none,90,92,89
female,group D,associate's degree,standard,completed,78,85,84
male,group B,some college,standard,none,58,46,47
female,group D,some college,free/reduced,completed,55,68,72
female,group D,master's degree,standard,none,45,66,67
male,group B,high school,free/reduced,completed,36,48,47
female,group B,high school,free/reduced,none,68,76,76
female,group E,associate's degree,standard,none,65,66,69
male,group C,high school,free/reduced,completed,56,48,53
male,group E,some college,standard,none,63,50,48
male,group C,associate's degree,standard,completed,99,89,92
male,group D,some college,standard,none,78,81,68
male,group D,some high school,free/reduced,completed,77,69,69
